16, 150, PA5-G-Unknown-SampleReadingsTest.txt 6
  -80.83,   -29.03,    92.15
  -34.97,    11.09,    38.49
  -76.13,    25.70,    84.52
   12.63,    -3.83,    68.53
    2.26,   -38.73,    21.94
  -27.87,    24.93,    17.36
   -2.45,   -29.94,   -86.14
   18.96,     6.42,   -50.15
   29.61,     2.57,  -108.97
   16.56,    -5.57,   -66.26
   34.14,    18.97,   -96.95
  -26.21,    16.86,   -91.82
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.35,   -43.21,   101.09
   10.51,    -3.09,    47.43
  -30.65,    11.52,    93.46
   58.11,   -18.01,    77.47
   47.74,   -52.90,    30.88
   17.61,    10.75,    26.30
   -2.64,   -28.16,   -85.22
   18.33,     8.13,   -48.89
   29.09,     4.89,  -107.73
   16.09,    -3.76,   -65.11
   33.43,    21.24,   -95.56
  -26.90,    18.43,   -90.52
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.64,   -44.16,   135.38
   -9.78,    -4.03,    81.71
  -50.94,    10.58,   127.74
   37.83,   -18.96,   111.76
   27.46,   -53.85,    65.16
   -2.67,     9.81,    60.58
   -7.45,   -28.66,   -85.98
   13.48,     8.00,   -50.01
   24.34,     4.13,  -108.79
   11.26,    -4.05,   -66.10
   28.67,    20.60,   -96.79
  -31.67,    17.88,   -91.84
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -82.75,   -29.14,    89.73
  -36.88,    10.98,    36.06
  -78.05,    25.59,    82.09
   10.72,    -3.94,    66.11
    0.35,   -38.84,    19.51
  -29.78,    24.82,    14.93
   -5.09,   -30.07,   -87.20
   15.72,     6.30,   -50.87
   26.55,     3.07,  -109.70
   13.53,    -5.60,   -67.09
   30.82,    19.43,   -97.54
  -29.50,    16.42,   -92.57
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.83,   -28.47,   103.13
   -4.96,    11.65,    49.47
  -46.12,    26.26,    95.50
   42.64,    -3.28,    79.51
   32.27,   -38.17,    32.92
    2.14,    25.49,    28.34
   -3.37,   -30.71,   -84.57
   17.73,     5.60,   -48.35
   28.58,     2.06,  -107.15
   15.45,    -6.33,   -64.53
   32.99,    18.43,   -95.05
  -27.36,    15.98,   -90.12
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -49.67,   -28.20,   104.67
   -3.81,    11.92,    51.00
  -44.97,    26.53,    97.04
   43.79,    -3.01,    81.05
   33.42,   -37.90,    34.45
    3.29,    25.76,    29.88
   -4.86,   -28.43,   -86.53
   16.64,     7.70,   -50.36
   27.24,     4.13,  -109.21
   14.21,    -4.21,   -66.54
   31.81,    20.45,   -97.11
  -28.53,    18.44,   -91.94
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -16.01,   -44.64,    96.12
   29.86,    -4.52,    42.45
  -11.31,    10.09,    88.48
   77.46,   -19.44,    72.50
   67.09,   -54.34,    25.90
   36.96,     9.32,    21.32
   -2.21,   -31.26,   -84.94
   18.26,     4.87,   -48.17
   30.01,     1.73,  -106.83
   16.25,    -6.97,   -64.46
   34.20,    18.03,   -94.55
  -26.22,    15.42,   -90.55
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
   -1.26,   -26.78,   109.13
   44.60,    13.34,    55.46
    3.44,    27.95,   101.50
   92.20,    -1.58,    85.51
   81.83,   -36.48,    38.91
   51.71,    27.18,    34.34
    0.11,   -29.05,   -86.82
   20.70,     7.70,   -50.73
   32.35,     3.50,  -109.34
   18.64,    -4.43,   -66.81
   36.59,    20.00,   -97.37
  -23.83,    17.57,   -93.23
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.11,   -14.69,   161.65
  -17.24,    25.43,   107.99
  -58.40,    40.04,   154.02
   30.36,    10.51,   138.03
   19.99,   -24.38,    91.44
  -10.14,    39.27,    86.86
   -7.01,   -30.96,   -86.14
   13.57,     5.38,   -49.65
   25.25,     1.82,  -108.29
   11.52,    -6.57,   -65.85
   29.48,    18.19,   -96.13
  -30.94,    15.72,   -92.05
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -41.16,   -48.30,   149.56
    4.70,    -8.17,    95.90
  -36.46,     6.44,   141.93
   52.31,   -23.10,   125.95
   41.93,   -57.99,    79.35
   11.81,     5.67,    74.77
   -7.64,   -32.00,   -86.58
   12.90,     4.70,   -50.43
   24.14,     0.96,  -109.15
   10.83,    -7.34,   -66.56
   28.32,    17.43,   -97.11
  -32.04,    14.43,   -92.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -20.40,   -41.09,   172.89
   25.46,    -0.97,   119.23
  -15.70,    13.64,   165.26
   73.07,   -15.89,   149.27
   62.70,   -50.79,   102.68
   32.57,    12.87,    98.10
   -0.63,   -31.36,   -86.48
   20.23,     4.96,   -50.12
   31.65,     1.29,  -108.81
   18.07,    -7.00,   -66.30
   35.98,    17.66,   -96.69
  -24.42,    15.40,   -92.35
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -22.09,   -44.75,   151.57
   23.78,    -4.63,    97.90
  -17.38,     9.98,   143.94
   71.38,   -19.55,   127.95
   61.01,   -54.45,    81.36
   30.88,     9.21,    76.78
   -5.51,   -29.10,   -87.69
   15.49,     7.17,   -51.36
   26.31,     3.88,  -110.19
   13.24,    -4.72,   -67.58
   30.66,    20.22,   -98.03
  -29.68,    17.53,   -93.06
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -45.90,   -45.75,    95.61
   -0.03,    -5.63,    41.95
  -41.19,     8.98,    87.98
   47.57,   -20.55,    71.99
   37.20,   -55.45,    25.40
    7.07,     8.21,    20.82
   -6.89,   -30.90,   -85.30
   13.88,     5.30,   -48.77
   25.04,     2.15,  -107.54
   11.73,    -6.55,   -65.03
   29.32,    18.46,   -95.32
  -31.05,    15.73,   -90.70
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -57.77,   -35.04,   150.87
  -11.90,     5.08,    97.21
  -53.06,    19.69,   143.24
   35.70,    -9.85,   127.25
   25.33,   -44.74,    80.66
   -4.80,    18.92,    76.08
    0.24,   -30.18,   -86.07
   20.77,     5.92,   -49.31
   32.37,     2.88,  -108.00
   18.73,    -5.90,   -65.60
   36.57,    19.16,   -95.71
  -23.83,    16.48,   -91.55
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -67.75,   -61.38,    78.76
  -21.88,   -21.25,    25.10
  -63.04,    -6.64,    71.13
   25.72,   -36.18,    55.14
   15.35,   -71.07,     8.55
  -14.78,    -7.42,     3.97
   -6.16,   -31.37,   -86.36
   14.90,     5.17,   -50.34
   25.80,     1.29,  -109.11
   12.64,    -6.87,   -66.45
   30.20,    17.73,   -97.10
  -30.16,    15.29,   -92.20
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -45.91,   -17.53,   161.30
   -0.05,    22.59,   107.64
  -41.21,    37.20,   153.67
   47.56,     7.66,   137.68
   37.19,   -27.23,    91.09
    7.06,    36.43,    86.51
   -2.22,   -31.52,   -84.89
   19.10,     4.76,   -48.77
   29.94,     1.00,  -107.56
   16.75,    -7.21,   -64.91
   34.45,    17.37,   -95.50
  -25.92,    15.30,   -90.57
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.09,   -38.53,   177.83
   -0.23,     1.59,   124.17
  -41.39,    16.20,   170.20
   47.38,   -13.34,   154.22
   37.01,   -48.23,   107.62
    6.88,    15.43,   103.04
   -6.07,   -31.40,   -85.02
   14.54,     4.73,   -48.34
   26.25,     1.43,  -106.99
   12.48,    -7.14,   -64.60
   30.50,    17.74,   -94.75
  -29.92,    15.35,   -90.72
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
