16, 15, PA3-D-Debug-SampleReadingsTest.txt 0
  -42.39,    -9.61,   129.97
    3.48,    30.51,    76.31
  -37.69,    45.12,   122.34
   51.08,    15.59,   106.35
   40.71,   -19.31,    59.76
   10.58,    44.35,    55.18
  -14.21,   -25.76,   -80.08
    8.66,     9.76,   -44.13
   15.99,     8.04,  -103.56
    5.53,    -1.73,   -60.49
   20.94,    24.11,   -91.27
  -38.98,    20.78,   -82.81
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -43.47,   -43.29,   174.29
    2.40,    -3.17,   120.62
  -38.77,    11.44,   166.66
   50.00,   -18.10,   150.67
   39.63,   -52.99,   104.07
    9.50,    10.67,    99.50
   -9.92,   -25.01,   -80.11
   12.25,    10.77,   -44.00
   20.18,     9.05,  -103.35
    9.40,    -0.77,   -60.37
   24.86,    25.18,   -91.03
  -35.10,    21.29,   -83.15
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.87,   -34.23,   159.06
   -5.00,     5.90,   105.39
  -46.16,    20.51,   151.43
   42.60,    -9.03,   135.44
   32.23,   -43.92,    88.84
    2.10,    19.73,    84.27
   -5.23,   -23.66,   -79.55
   17.58,    11.67,   -43.39
   24.75,    10.46,  -102.85
   14.46,     0.29,   -59.83
   29.67,    26.45,   -90.44
  -30.21,    22.79,   -81.84
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -34.02,   -41.66,   186.82
   11.84,    -1.54,   133.16
  -29.32,    13.07,   179.19
   59.45,   -16.46,   163.20
   49.07,   -51.36,   116.61
   18.95,    12.30,   112.03
  -11.10,   -26.83,   -77.36
   11.54,     9.25,   -41.84
   18.68,     7.03,  -101.27
    8.47,    -2.43,   -58.07
   23.52,    23.27,   -89.15
  -36.33,    19.44,   -80.44
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -77.53,   -67.00,   108.12
  -31.66,   -26.87,    54.46
  -72.82,   -12.26,   100.49
   15.94,   -41.80,    84.50
    5.57,   -76.69,    37.91
  -24.56,   -13.04,    33.33
  -10.81,   -27.23,   -80.57
   12.06,     8.42,   -44.77
   19.84,     6.11,  -104.12
    8.97,    -3.19,   -61.05
   24.83,    22.24,   -91.93
  -35.17,    19.48,   -83.92
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -76.40,   -66.46,   100.28
  -30.53,   -26.34,    46.61
  -71.69,   -11.73,    92.65
   17.07,   -41.27,    76.66
    6.70,   -76.16,    30.06
  -23.43,   -12.50,    25.49
   -5.99,   -25.71,   -77.44
   16.96,     9.65,   -41.39
   24.15,     8.20,  -100.84
   13.80,    -1.77,   -57.79
   29.13,    24.21,   -88.49
  -30.76,    20.84,   -79.90
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.68,   -45.73,   147.02
   -6.82,    -5.61,    93.36
  -47.98,     9.00,   139.39
   40.78,   -20.54,   123.40
   30.41,   -55.43,    76.81
    0.29,     8.23,    72.23
  -13.58,   -24.13,   -77.79
    9.25,    10.95,   -41.40
   17.06,     9.62,  -100.77
    6.17,    -0.40,   -57.86
   22.03,    25.56,   -88.32
  -37.98,    22.61,   -80.38
    0.00,     0.00,     0.00
