16, 15, PA3-C-Debug-SampleReadingsTest.txt 0
  -45.61,   -28.79,   109.35
    0.25,    11.34,    55.69
  -40.91,    25.94,   101.72
   47.85,    -3.59,    85.73
   37.48,   -38.48,    39.14
    7.36,    25.17,    34.56
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -83.56,   -46.40,   118.87
  -37.70,    -6.27,    65.20
  -78.86,     8.34,   111.23
    9.90,   -21.20,    95.25
   -0.47,   -56.09,    48.65
  -30.59,     7.57,    44.07
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.47,   -39.68,    90.56
   -6.60,     0.44,    36.89
  -47.76,    15.05,    82.93
   41.00,   -14.48,    66.94
   30.63,   -49.38,    20.34
    0.50,    14.28,    15.77
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -31.17,   -40.97,   171.36
   14.70,    -0.85,   117.70
  -26.46,    13.76,   163.73
   62.30,   -15.78,   147.74
   51.93,   -50.67,   101.15
   21.80,    12.99,    96.57
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.50,   -65.34,    91.10
  -17.64,   -25.22,    37.44
  -58.80,   -10.61,    83.47
   29.97,   -40.15,    67.48
   19.60,   -75.04,    20.89
  -10.53,   -11.38,    16.31
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -89.36,   -52.36,   110.63
  -43.49,   -12.23,    56.96
  -84.65,     2.37,   102.99
    4.11,   -27.16,    87.01
   -6.26,   -62.05,    40.41
  -36.39,     1.60,    35.83
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -57.59,   -39.52,   146.86
  -11.72,     0.61,    93.19
  -52.89,    15.22,   139.23
   35.88,   -14.32,   123.24
   25.51,   -49.21,    76.64
   -4.62,    14.44,    72.07
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -78.44,   -57.89,    82.56
  -32.57,   -17.76,    28.90
  -73.74,    -3.15,    74.93
   15.03,   -32.69,    58.94
    4.66,   -67.58,    12.35
  -25.47,    -3.93,     7.77
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
   -9.58,   -32.01,   117.08
   36.29,     8.11,    63.42
   -4.87,    22.72,   109.45
   83.89,    -6.81,    93.46
   73.52,   -41.71,    46.87
   43.39,    21.95,    42.29
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.62,   -23.31,   125.04
   -4.76,    16.82,    71.37
  -45.92,    31.43,   117.40
   42.85,     1.89,   101.42
   32.48,   -33.00,    54.82
    2.35,    30.65,    50.24
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -37.40,   -52.06,   116.26
    8.47,   -11.93,    62.60
  -32.69,     2.68,   108.63
   56.07,   -26.86,    92.65
   45.70,   -61.75,    46.05
   15.57,     1.90,    41.47
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.91,   -52.59,   117.40
    9.96,   -12.47,    63.74
  -31.21,     2.14,   109.77
   57.56,   -27.40,    93.78
   47.19,   -62.29,    47.19
   17.06,     1.37,    42.61
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.00,   -43.70,   142.97
   10.87,    -3.58,    89.30
  -30.29,    11.03,   135.34
   58.47,   -18.51,   119.35
   48.10,   -53.40,    72.75
   17.97,    10.26,    68.18
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -20.72,   -14.99,   105.79
   25.15,    25.13,    52.12
  -16.01,    39.74,    98.15
   72.75,    10.21,    82.17
   62.38,   -24.69,    35.57
   32.25,    38.97,    30.99
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.34,   -11.96,   151.53
   -6.47,    28.16,    97.86
  -47.63,    42.77,   143.89
   41.13,    13.24,   127.91
   30.76,   -21.66,    81.31
    0.63,    42.00,    76.73
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
