16, 200, PA4-C-Debug-SampleReadingsTest.txt 0
  -16.54,   -40.84,   104.05
   29.32,    -0.72,    50.38
  -11.84,    13.89,    96.42
   76.93,   -15.64,    80.43
   66.55,   -50.54,    33.83
   36.43,    13.12,    29.26
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -76.42,   -67.00,    95.02
  -30.56,   -26.88,    41.36
  -71.72,   -12.27,    87.39
   17.04,   -41.81,    71.40
    6.67,   -76.70,    24.81
  -23.46,   -13.04,    20.23
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -23.43,   -26.96,   159.67
   22.43,    13.16,   106.00
  -18.73,    27.77,   152.04
   70.04,    -1.76,   136.05
   59.66,   -36.66,    89.45
   29.54,    27.00,    84.88
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -59.65,   -28.23,   115.34
  -13.79,    11.89,    61.67
  -54.95,    26.50,   107.71
   33.82,    -3.04,    91.72
   23.44,   -37.93,    45.12
   -6.68,    25.73,    40.55
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -77.97,   -28.07,    89.40
  -32.10,    12.06,    35.74
  -73.26,    26.67,    81.77
   15.50,    -2.87,    65.78
    5.13,   -37.76,    19.19
  -25.00,    25.89,    14.61
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
