16, 150, PA5-D-Debug-SampleReadingsTest.txt 6
  -56.63,   -51.21,   118.99
  -10.77,   -11.09,    65.33
  -51.93,     3.52,   111.36
   36.84,   -26.02,    95.37
   26.46,   -60.91,    48.78
   -3.66,     2.75,    44.20
   -6.35,   -24.54,   -79.04
   16.91,    11.10,   -43.47
   23.99,     8.86,  -102.91
   13.64,    -0.51,   -59.72
   29.11,    24.98,   -90.77
  -30.80,    22.15,   -82.04
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -15.09,   -42.75,   110.74
   30.77,    -2.62,    57.07
  -10.39,    11.99,   103.10
   78.38,   -17.55,    87.12
   68.00,   -52.44,    40.52
   37.88,    11.21,    35.94
   -9.18,   -25.97,   -80.55
   13.26,     9.24,   -44.03
   21.32,     8.01,  -103.37
   10.33,    -2.12,   -60.52
   26.13,    23.97,   -90.89
  -33.89,    20.61,   -83.19
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.90,   -49.95,    97.22
   -1.04,    -9.83,    43.55
  -42.20,     4.78,    89.58
   46.57,   -24.76,    73.60
   36.19,   -59.65,    27.00
    6.07,     4.01,    22.43
  -12.37,   -25.46,   -80.47
   10.62,     9.95,   -44.50
   18.01,     8.20,  -103.92
    7.46,    -1.53,   -60.86
   23.03,    24.24,   -91.62
  -36.91,    21.19,   -83.23
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -41.55,   -16.11,   139.54
    4.32,    24.01,    85.88
  -36.84,    38.62,   131.91
   51.92,     9.08,   115.93
   41.55,   -25.81,    69.33
   11.42,    37.85,    64.75
  -11.57,   -26.00,   -78.97
   11.36,     9.17,   -42.72
   18.99,     7.71,  -102.12
    8.24,    -2.22,   -59.16
   24.00,    23.67,   -89.72
  -35.99,    20.73,   -81.59
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -49.64,   -21.65,   194.23
   -3.77,    18.48,   140.56
  -44.93,    33.08,   186.60
   43.83,     3.55,   170.61
   33.46,   -31.34,   124.01
    3.33,    32.31,   119.44
   -7.57,   -23.15,   -77.79
   14.87,    12.35,   -41.56
   22.70,    10.82,  -100.93
   11.92,     0.89,   -57.98
   27.50,    26.87,   -88.55
  -32.48,    23.31,   -80.59
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -11.64,   -32.21,   110.03
   34.22,     7.91,    56.36
   -6.94,    22.52,   102.40
   81.83,    -7.02,    86.41
   71.45,   -41.91,    39.81
   41.33,    21.75,    35.24
  -10.49,   -25.78,   -80.74
   12.69,     9.37,   -44.64
   19.92,     7.93,  -104.09
    9.46,    -2.01,   -61.05
   25.01,    23.89,   -91.71
  -34.92,    20.95,   -83.17
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -19.83,   -19.97,   101.81
   26.03,    20.16,    48.15
  -15.13,    34.77,    94.18
   73.64,     5.23,    78.19
   63.26,   -29.66,    31.60
   33.14,    33.99,    27.02
   -6.22,   -24.02,   -79.61
   16.32,    11.58,   -43.54
   24.51,     9.48,  -102.84
   13.37,     0.00,   -59.87
   29.37,    25.58,   -90.57
  -30.68,    22.64,   -82.97
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -53.67,   -26.56,   193.31
   -7.81,    13.57,   139.64
  -48.97,    28.18,   185.67
   39.80,    -1.36,   169.69
   29.43,   -36.25,   123.09
   -0.70,    27.41,   118.51
   -6.71,   -24.63,   -80.93
   15.53,    11.44,   -45.14
   23.42,     9.19,  -104.48
   12.65,    -0.25,   -61.41
   28.13,    25.42,   -92.30
  -31.83,    21.67,   -84.36
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -82.47,   -51.15,   115.98
  -36.61,   -11.03,    62.32
  -77.77,     3.58,   108.35
   11.00,   -25.95,    92.37
    0.62,   -60.85,    45.77
  -29.50,     2.81,    41.19
  -11.25,   -25.14,   -79.68
   11.83,    10.22,   -43.71
   19.25,     8.41,  -103.13
